elapsed time,value,value2,value3
5.840815205,164,303,303
5.850806644,164,303,303
5.860808104,162,300,300
5.870799825,162,300,300
5.880807582,162,300,300
5.890795289,162,300,300
5.900776902,162,300,300
5.9107764,162,300,300
5.920783962,162,300,300
5.930777267,162,300,300
5.940770844,162,300,300
5.950773471,162,300,300
5.960760788,162,300,300
5.970777033,162,300,300
5.980866639,161,297,297
5.991640358,161,297,297
6.000782901,161,297,297
6.010855266,161,297,297
6.020796411,161,297,297
6.030770057,161,297,297
6.040770654,161,297,297
6.050799909,161,297,297
6.060806514,161,297,297
6.070795523,161,297,297
6.08078002,161,297,297
6.0907962,161,297,297
6.100775388,161,297,297
6.110866314,161,297,297
6.120783751,158,292,292
6.130877958,158,292,292
6.140813368,158,292,292
6.150921068,154,284,284
6.160783063,154,284,284
6.170789678,130,240,240
6.180852033,130,240,240
6.190840239,130,240,240
6.200824143,122,225,225
6.21084417,122,225,225
6.220876155,122,225,225
6.230872772,122,225,225
6.24079235,123,228,228
6.250882633,123,228,228
6.260826036,123,228,228
6.27082558,123,228,228
6.28080322,123,228,228
6.291200596,123,228,228
6.300805522,123,228,228
6.310812359,123,228,228
6.320783089,123,228,228
6.330804749,123,228,228
6.340841972,123,228,228
6.350841648,123,228,228
6.360816662,123,228,228
6.37188298,123,228,228
6.380723307,123,228,228
6.390791484,124,230,230
6.400746322,124,230,230
6.410801749,124,230,230
6.420836895,124,230,230
6.430814254,124,230,230
6.441875632,126,232,232
6.450853224,126,232,232
6.460818661,126,232,232
6.470806485,126,232,232
6.480768046,126,232,232
6.490813002,126,232,232
6.500809515,126,232,232
6.510819639,126,232,232
6.520828318,126,232,232
6.530808795,126,232,232
6.540802798,126,232,232
6.55082042,126,232,232
6.560882965,124,230,230
6.570936487,124,230,230
6.580803781,124,230,230
6.590783596,124,230,230
6.600813621,124,230,230
6.610810708,124,230,230
6.620754724,124,230,230
6.63078029,126,232,232
6.640788016,126,232,232
6.650780574,126,232,232
6.66077931,126,232,232
6.67077832,126,232,232
6.680804989,126,232,232
6.690841734,126,232,232
6.700739217,124,230,230
6.710779,124,230,230
6.720799604,123,228,228
6.730739953,123,228,228
6.740776168,123,228,228
6.75078359,123,228,228
6.760752962,123,228,228
6.770764144,124,230,230
6.780781891,124,230,230
6.79088265,126,232,232
6.800787706,126,232,232
6.810786629,126,232,232
6.820780848,126,232,232
6.830804826,126,232,232
6.840762199,126,232,232
6.850808195,126,232,232
6.86079274,126,232,232
6.870784258,126,232,232
6.880785997,126,232,232
6.890803087,124,230,230
6.900816671,124,230,230
6.910755108,124,230,230
6.920791912,124,230,230
6.930808613,124,230,230
6.940801724,123,228,228
6.950778989,123,228,228
6.960789769,124,230,230
6.970770458,124,230,230
6.980804033,124,230,230
6.990810854,124,230,230
7.000779091,124,230,230
7.01082813,124,230,230
7.020815667,124,230,230
7.030815409,124,230,230
7.040769553,124,230,230
7.050799557,124,230,230
7.060801723,124,230,230
7.070795436,124,230,230
7.080784448,123,228,228
7.090794414,123,228,228
7.10085662,123,228,228
7.110814109,124,230,230
7.120857286,124,230,230
7.130831379,124,230,230
7.140796517,124,230,230
7.150786879,124,230,230
7.160785072,124,230,230
7.170785526,124,230,230
7.180768301,126,232,232
7.190797222,126,232,232
7.200791211,126,232,232
7.210786337,126,232,232
7.220785296,126,232,232
7.230782841,126,234,234
7.240784379,126,234,234
7.250854359,126,234,234
7.260843589,126,234,234
7.270791528,126,232,232
7.280793245,126,232,232
7.290793341,126,232,232
7.300791111,126,232,232
7.310802289,126,232,232
7.320778525,126,232,232
7.330813375,126,232,232
7.340791916,126,232,232
7.350789784,126,232,232
7.360818375,126,232,232
7.370787156,126,232,232
7.380771816,126,232,232
7.390816869,126,232,232
7.400831287,126,232,232
7.41081692,126,232,232
7.420745708,123,228,228
7.430772174,123,228,228
7.440781442,120,223,223
7.450883464,120,223,223
7.460834123,120,223,223
7.470780797,120,223,223
7.480763219,120,223,223
7.49078394,120,223,223
7.500816153,120,223,223
7.510787795,120,223,223
7.520762075,120,223,223
7.530771033,120,223,223
7.54082289,120,223,223
7.550770007,120,223,223
7.560771154,120,223,223
7.570816563,120,223,223
7.580806098,120,223,223
7.590763889,120,223,223
7.600758999,120,223,223
7.610785549,118,219,219
7.620814181,118,219,219
7.630781901,118,219,219
7.640802356,118,219,219
7.65079212,118,219,219
7.660814088,118,218,218
7.670789593,118,218,218
7.680815039,118,219,219
7.690807815,118,219,219
7.700789755,118,219,219
7.710808353,118,219,219
7.720761237,118,219,219
7.730801897,118,218,218
7.740771471,118,218,218
7.750789033,115,213,213
7.760784751,115,213,213
7.770792688,115,213,213
7.780814864,97,180,180
7.790807877,97,180,180
7.800780334,84,156,156
7.810801015,84,156,156
7.820810747,84,156,156
7.830762782,84,156,156
7.840814374,84,156,156
7.850791618,84,156,156
7.86081412,84,156,156
7.870814218,84,156,156
7.880792226,84,156,156
7.890778848,84,156,156
7.90075384,84,156,156
7.910788297,84,156,156
7.920787746,81,151,151
7.930786992,81,151,151
7.940805027,81,151,151
7.95078917,67,124,124
7.960819917,67,124,124
7.970818073,55,103,103
7.980809897,55,103,103
7.990823675,55,103,103
8.000824586,55,103,103
8.010775329,55,103,103
8.020787083,56,104,104
8.030784915,56,104,104
8.040773286,58,108,108
8.050799525,58,108,108
8.060805672,58,108,108
8.070798329,58,108,108
8.080754453,58,108,108
8.090776581,58,108,108
8.100788028,58,108,108
8.1107786,58,108,108
8.120747266,58,108,108
8.130792874,58,108,108
8.140786558,58,108,108
8.15078548,58,108,108
8.160764415,58,108,108
8.170799224,58,108,108
8.180757084,58,108,108
8.190779058,59,109,109
8.200775524,59,109,109
8.21076401,59,109,109
8.220819172,59,109,109
8.23079521,59,109,109
8.240749089,59,109,109
8.250785983,59,109,109
8.260777543,59,109,109
8.270844112,59,109,109
8.280819805,59,109,109
8.29077596,59,109,109
8.300749683,59,109,109
8.310854439,59,109,109
8.320772955,59,109,109
8.330801704,59,109,109
8.340813094,59,109,109
8.350788768,59,109,109
8.360808929,59,109,109
8.370800355,59,109,109
8.38081476,59,109,109
8.390806604,59,109,109
8.40081404,58,108,108
8.410802862,58,108,108
8.420811912,58,108,108
8.430787293,58,108,108
8.44082232,58,108,108
8.450795839,58,108,108
8.460820611,58,108,108
8.470790728,59,109,109
8.480806067,59,109,109
8.490786249,59,109,109
8.500809333,59,109,109
8.510801094,59,109,109
8.520746601,58,108,108
8.530841445,58,108,108
8.540747077,58,108,108
8.550801314,58,108,108
8.56084759,58,108,108
8.570809485,58,108,108
8.580794511,58,108,108
8.590771921,56,104,104
8.600798922,56,104,104
8.610812479,56,104,104
8.620835297,56,104,104
8.63081621,56,104,104
8.640822989,58,108,108
8.650814335,58,108,108
8.660783139,58,108,108
8.670802849,58,108,108
8.680784953,58,108,108
8.690814646,58,108,108
8.700817262,58,108,108
8.710787091,56,104,104
8.720833623,56,104,104
8.730773766,56,104,104
8.740814022,55,103,103
8.750797941,55,103,103
8.760777087,55,103,103
8.770806641,55,103,103
8.780751553,55,103,103
8.79076772,55,103,103
8.800787902,55,103,103
8.81077434,55,103,103
8.820783936,55,103,103
8.830795585,55,103,103
8.840837984,55,103,103
8.850801561,55,103,103
8.860771847,55,103,103
8.870806224,55,103,103
8.880814023,55,103,103
8.890798176,55,103,103
8.90081699,55,103,103
8.910818219,55,103,103
8.920809622,55,103,103
8.930801304,55,103,103
8.9407514,55,103,103
8.950809381,55,103,103
8.960839541,55,103,103
8.970805484,55,103,103
8.980832308,55,103,103
8.990803578,55,103,103
9.000776825,55,103,103
9.010786391,55,103,103
9.020833125,55,103,103
9.030778135,55,103,103
9.040817061,55,103,103
9.050826057,55,103,103
9.060813107,55,103,103
9.070804856,55,103,103
9.08082968,55,103,103
9.090782249,55,103,103
9.100806128,55,103,103
9.110802002,55,103,103
9.120849911,55,103,103
9.13082761,55,103,103
9.14079635,55,103,103
9.150814912,55,103,103
9.160817227,55,103,103
9.170798717,55,103,103
9.180822428,55,103,103
9.190788723,55,103,103
9.200782377,55,103,103
9.21081502,55,103,103
9.220817146,55,103,103
9.230778959,55,103,103
9.240851811,55,103,103
9.250819085,55,103,103
9.260805994,55,103,103
9.270804748,55,103,103
9.280840299,55,103,103
9.290795823,55,103,103
9.300812419,55,103,103
9.310806249,55,103,103
9.320821517,55,103,103
9.330790537,55,103,103
9.340791936,55,103,103
9.350791894,55,103,103
9.36074862,55,103,103
9.370777288,55,103,103
9.380828934,55,103,103
9.390791997,55,103,103
9.400750629,55,103,103
9.410794141,55,103,103
9.420805341,55,103,103
9.430783068,55,103,103
9.440801964,55,103,103
9.450815861,55,103,103
9.460805027,55,103,103
9.470772419,55,103,103
9.480804377,53,99,99
9.490840032,53,99,99
9.500844415,53,98,98
9.510749844,53,98,98
9.520807639,53,98,98
9.530820648,52,96,96
9.540815956,52,96,96
9.550804554,45,84,84
9.560833093,45,84,84
9.570681968,13,25,25
9.580812414,13,25,25
9.590796115,13,25,25
9.600806913,0,0,0
9.610803403,0,0,0
9.620789806,0,0,0
9.630846423,0,0,0
9.640795639,0,0,0
9.650762688,0,0,0
9.660796066,0,0,0
9.670772805,0,0,0
9.68079811,0,0,0
9.690796318,0,0,0
9.700840059,0,0,0
9.710807244,0,0,0
9.720796915,0,0,0
9.730801397,0,0,0
9.74080223,0,0,0
9.750795355,0,0,0
9.76087644,0,0,0
9.770817376,0,0,0
9.78076149,0,0,0
9.790819582,0,0,0
9.800766174,0,0,0
9.810829569,0,0,0
9.820812545,0,0,0
9.830810026,0,0,0
9.840817651,0,0,0
9.850807714,0,0,0
9.860808544,0,0,0
9.870783776,0,0,0
9.880797975,0,0,0
9.890774095,0,0,0
9.90077818,0,0,0
9.910796751,0,0,0
9.920788155,0,0,0
9.930794503,0,0,0
9.94085032,0,0,0
9.950799149,0,0,0
9.960821612,0,0,0
9.970818881,0,0,0
9.980845775,1,3,3
9.990805783,1,3,3
10.000794746,1,3,3
10.010781261,3,7,7
10.020800639,3,7,7
10.030793815,7,14,14
10.040789529,7,14,14
10.050807561,7,14,14
10.060746593,7,14,14
10.070812694,7,14,14
10.080799351,11,21,21
10.090793021,11,21,21
10.100804459,20,37,37
10.110788195,20,37,37
10.12078708,20,37,37
10.130794618,24,45,45
10.140835318,24,45,45
10.150804027,24,45,45
10.160745727,24,45,45
10.170801409,24,45,45
10.180776671,24,45,45
10.190807466,24,45,45
10.200842025,26,48,48
10.210770655,26,48,48
10.220757408,26,49,49
10.230821731,26,49,49
10.240798455,26,49,49
10.250810799,37,68,68
10.260802547,37,68,68
10.270767909,85,158,158
10.280815691,85,158,158
10.290786046,120,223,223
10.300837529,120,223,223
10.310810204,120,223,223
10.32080545,126,232,232
10.330786408,126,232,232
10.340803423,126,232,232
10.350827134,126,232,232
10.360843775,126,232,232
10.370812011,124,230,230
10.38079833,124,230,230
10.390802998,124,230,230
10.400811234,124,230,230
10.410809713,126,232,232
10.420813828,126,232,232
10.430807145,126,232,232
10.440799546,126,232,232
10.450828741,126,232,232
10.460859954,126,232,232
10.470791389,126,232,232
10.480804742,126,232,232
10.490798608,124,230,230
10.500818611,124,230,230
10.510801743,120,223,223
10.520803627,120,223,223
10.530802678,117,216,216
10.540819989,117,216,216
10.550818559,117,216,216
10.560806195,107,199,199
10.570809793,107,199,199
10.580784591,93,172,172
10.590783456,93,172,172
10.600770881,93,172,172
10.610789903,93,172,172
10.6207827,93,172,172
10.630782467,94,175,175
10.640795379,94,175,175
10.650805503,93,172,172
10.660808987,93,172,172
10.670780741,93,172,172
10.680833085,93,172,172
10.690806643,93,172,172
10.700785656,93,172,172
10.710812522,93,172,172
10.720963521,93,172,172
10.730820197,91,168,168
10.740789495,91,168,168
10.750803048,91,168,168
10.760789667,91,168,168
10.770793493,91,168,168
10.780900887,91,168,168
10.790772153,91,168,168
10.800823554,91,168,168
10.810811906,91,168,168
10.82081175,89,165,165
10.830811811,89,165,165
10.840763823,89,165,165
10.850817805,89,165,165
10.860795132,89,165,165
10.870810746,91,168,168
10.880822593,91,168,168
10.890784875,91,168,168
10.9007537,91,168,168
10.910839734,91,168,168
10.920767195,89,165,165
10.93082666,89,165,165
10.940799178,89,165,165
10.950795563,89,165,165
10.96076346,91,168,168
10.970802338,91,168,168
10.9808077,91,168,168
10.990805006,91,168,168
11.000807783,91,168,168
11.010818966,91,168,168
11.020753991,91,168,168
11.030798079,91,168,168
11.040809847,91,168,168
11.05081906,91,168,168
11.060828838,91,168,168
11.070820145,91,168,168
11.080761629,91,168,168
11.090800907,91,168,168
11.100824178,91,168,168
11.110817998,91,168,168
11.120811891,91,168,168
11.130801085,91,168,168
11.140814914,91,168,168
11.150802044,91,168,168
11.160809238,88,163,163
11.170810341,88,163,163
11.180812578,58,108,108
11.190790522,58,108,108
11.200829206,0,0,0
11.210801725,0,0,0
11.220815368,0,0,0
11.230809058,0,0,0
11.240812055,0,0,0
11.250816677,0,0,0
11.260804886,0,0,0
11.270805319,0,0,0
11.280801082,0,0,0
11.29079824,0,0,0
11.300804572,0,0,0
11.310809777,0,0,0
11.320807324,0,0,0
11.330812629,0,0,0
11.340808202,0,0,0
11.350802543,0,0,0
11.360837883,0,0,0
11.370805148,0,0,0
11.380802361,0,0,0
11.390811181,0,0,0
11.400794639,0,0,0
11.410795415,0,0,0
11.420809395,0,0,0
11.430790592,0,0,0
11.440822632,0,0,0
11.450784004,0,0,0
11.460799461,0,0,0
11.470791968,0,0,0
11.480809279,0,0,0
11.490805398,0,0,0
11.500809021,0,0,0
11.510776002,0,0,0
11.520781992,0,0,0
11.530814316,0,0,0
11.540794964,0,0,0
11.550822189,0,0,0
11.560785877,0,0,0
11.57082034,0,0,0
11.580803825,0,0,0
11.590790413,0,0,0
11.600761425,0,0,0
11.61079467,0,0,0
11.620797534,0,0,0
