elapsed time,value,value2,value3
103.380834777,561,1036,1036
103.390803231,561,1036,1036
103.400845416,504,931,931
103.410763495,504,931,931
103.420820964,452,835,835
103.430825952,452,835,835
103.440842002,452,835,835
103.45081917,465,859,859
103.460806053,465,859,859
103.470796739,529,978,978
103.480825815,529,978,978
103.490791681,570,1052,1052
103.500780715,570,1052,1052
103.510774164,570,1052,1052
103.520815784,570,1052,1052
103.530793152,570,1052,1052
103.540784459,569,1051,1051
103.550810361,569,1051,1051
103.560824478,569,1051,1051
103.570790658,572,1056,1056
103.580821844,572,1056,1056
103.590803063,570,1052,1052
103.600821101,570,1052,1052
103.610780113,564,1042,1042
103.620799965,564,1042,1042
103.630821717,564,1042,1042
103.64083261,554,1023,1023
103.650807612,554,1023,1023
103.6608414,552,1020,1020
103.670794206,552,1020,1020
103.680808607,552,1020,1020
103.690806087,568,1048,1048
103.700834274,568,1048,1048
103.710781014,597,1102,1102
103.720828286,597,1102,1102
103.730804346,596,1100,1100
103.740810178,596,1100,1100
103.750826192,596,1100,1100
103.760818497,593,1095,1095
103.770758179,593,1095,1095
103.780837758,588,1086,1086
103.790804416,588,1086,1086
103.800841542,588,1086,1086
103.81080772,577,1065,1065
103.82081673,577,1065,1065
103.830812398,510,943,943
103.840808161,510,943,943
103.850820609,435,804,804
103.860806391,435,804,804
103.870834512,435,804,804
103.880805946,400,739,739
103.890798006,400,739,739
103.900824613,402,742,742
103.910793409,402,742,742
103.9208344,402,742,742
103.930874773,402,742,742
103.940810492,402,742,742
103.95081613,392,724,724
103.96079174,392,724,724
103.970800632,359,663,663
103.980834589,359,663,663
103.990799932,359,663,663
104.000802833,329,608,608
104.010817899,329,608,608
104.020831945,304,561,561
104.030801179,304,561,561
104.04071119,304,561,561
104.050750455,300,554,554
104.06083242,300,554,554
104.070825862,300,555,555
104.08081809,300,555,555
104.090852756,298,550,550
104.100759701,298,550,550
104.110865391,298,550,550
104.120801695,279,516,516
104.130808297,279,516,516
104.140819208,234,432,432
104.15080924,234,432,432
104.160758981,192,355,355
104.170814607,192,355,355
104.180821296,192,355,355
104.190771078,179,331,331
104.200776892,179,331,331
104.210799529,180,332,332
104.220787349,180,332,332
104.230811758,180,332,332
104.240792195,189,350,350
104.250790702,189,350,350
104.260754207,219,405,405
104.27079693,219,405,405
104.280802796,258,477,477
104.290779738,258,477,477
104.300797419,258,477,477
104.310784443,308,570,570
104.320803596,308,570,570
104.330813648,345,638,638
104.340804966,345,638,638
104.350806937,345,638,638
104.360828393,350,646,646
104.370814973,350,646,646
104.380811478,348,643,643
104.390811457,348,643,643
104.400786762,348,643,643
104.410807523,349,645,645
104.420811928,349,645,645
104.430817961,352,650,650
104.440755635,352,650,650
104.450811862,349,645,645
104.460826493,349,645,645
104.470803659,349,645,645
104.480817609,345,638,638
104.490802313,345,638,638
104.500810475,345,638,638
104.51080156,345,638,638
104.520853011,348,643,643
104.530804381,348,643,643
104.540811247,348,643,643
104.55082262,348,643,643
104.560793694,348,643,643
104.570812179,344,636,636
104.580830864,344,636,636
104.590826404,344,636,636
104.600790254,329,608,608
104.610793575,329,608,608
104.620851256,323,596,596
104.630803186,323,596,596
104.640816003,332,613,613
104.650807369,332,613,613
104.66084065,332,613,613
104.670800465,370,684,684
104.680825226,370,684,684
104.690805674,413,763,763
104.700804331,413,763,763
104.710806963,413,763,763
104.720856872,425,784,784
104.73080005,425,784,784
104.740830545,425,784,784
104.750804632,425,784,784
104.760820555,425,784,784
104.770827256,425,784,784
104.780843888,425,784,784
104.790809233,429,792,792
104.800755408,429,792,792
104.8108243,462,854,854
104.820784594,462,854,854
104.830801112,462,854,854
104.840784682,483,892,892
104.850814199,483,892,892
104.860765473,483,892,892
104.870799515,483,892,892
104.88078574,474,876,876
104.890810716,474,876,876
104.900803914,474,876,876
104.910804858,465,859,859
104.920778697,465,859,859
104.930805774,426,787,787
104.940801473,426,787,787
104.950814055,426,787,787
104.960773136,365,674,674
104.97079745,365,674,674
104.98078803,313,578,578
104.990779275,313,578,578
105.000807542,243,448,448
105.010810363,243,448,448
105.020790106,243,448,448
105.030767963,189,350,350
105.040789225,189,350,350
105.050816011,158,292,292
105.060784296,158,292,292
105.070806978,158,292,292
105.080809663,148,273,273
105.090800737,148,273,273
105.100813099,120,223,223
105.110789802,120,223,223
105.120798999,72,134,134
105.130820985,72,134,134
105.140839362,72,134,134
105.150815673,9,18,18
105.16080139,9,18,18
105.170773267,0,0,0
105.180804483,0,0,0
105.191000644,0,0,0
105.200838573,0,0,0
105.210808634,0,0,0
105.220805532,0,0,0
105.230788675,0,0,0
105.240866961,0,0,0
105.250835181,0,0,0
105.260814518,0,0,0
105.27079337,11,21,21
105.280812375,11,21,21
105.29081974,76,141,141
105.300835715,76,141,141
105.310823419,76,141,141
105.320826952,188,348,348
105.330805569,188,348,348
105.340803003,305,564,564
105.350805764,305,564,564
105.36083603,347,640,640
105.370795737,347,640,640
105.380815533,347,640,640
105.390808699,335,619,619
105.400805277,335,619,619
105.410798079,305,564,564
105.420801656,305,564,564
105.430863029,305,564,564
105.440820211,258,477,477
105.450820834,258,477,477
105.460811965,230,424,424
105.470813019,230,424,424
105.480805587,231,427,427
105.490819382,231,427,427
105.500868789,231,427,427
105.510813668,237,438,438
105.520824136,237,438,438
105.530815573,240,444,444
105.540777361,240,444,444
105.550773156,240,444,444
105.56077962,240,444,444
105.570826486,240,444,444
105.58085153,236,436,436
105.590784037,236,436,436
105.600792195,237,438,438
105.610810721,237,438,438
105.620802871,237,438,438
105.630814226,244,451,451
105.640797247,244,451,451
105.650807974,245,453,453
105.660804693,245,453,453
105.670802027,247,456,456
105.680799454,247,456,456
105.690777364,247,456,456
105.700799442,250,463,463
105.710765057,250,463,463
105.720807674,281,519,519
105.730808143,281,519,519
105.740794478,281,519,519
105.750797501,306,566,566
105.760796738,306,566,566
105.770775483,305,564,564
105.780815866,305,564,564
105.790830269,304,561,561
105.800828147,304,561,561
105.810805881,304,561,561
105.820833042,298,550,550
105.830817405,298,550,550
105.840817991,275,508,508
105.850819102,275,508,508
105.860841791,275,508,508
105.870808023,219,405,405
105.880883003,219,405,405
105.890818088,167,309,309
105.900815738,167,309,309
105.91080695,94,175,175
105.920828719,94,175,175
105.93072932,94,175,175
105.94082038,13,24,24
105.95075152,13,24,24
105.960822801,0,0,0
105.970812187,0,0,0
105.980819726,0,0,0
105.990823976,0,0,0
106.000808807,0,0,0
106.010803577,0,0,0
106.020776945,0,0,0
106.030805274,0,0,0
106.040820517,0,0,0
106.050817398,0,0,0
106.06079857,0,0,0
106.070800432,0,0,0
106.080802174,0,0,0
106.090815943,0,0,0
106.100810213,0,0,0
106.110815727,0,0,0
106.120837486,0,0,0
106.130793747,0,0,0
106.140812821,0,0,0
106.150798434,0,0,0
106.160901953,0,0,0
106.170819901,0,0,0
106.180930012,0,0,0
106.190818377,0,0,0
106.200812251,0,0,0
106.210831107,0,0,0
106.220835771,0,0,0
106.23082686,0,0,0
106.240801292,0,0,0
106.250768621,0,0,0
106.26080881,0,0,0
106.270796443,0,0,0
106.280788519,0,0,0
106.290823638,0,0,0
106.300807505,0,0,0
106.3107837,0,0,0
106.320764636,0,0,0
106.330811597,0,0,0
106.340759416,0,0,0
106.350805372,0,0,0
106.360777567,0,0,0
106.370791183,0,0,0
106.380801366,0,0,0
106.390788527,0,0,0
106.400782854,0,0,0
106.410806041,0,0,0
106.420814589,0,0,0
106.430792744,0,0,0
106.440837179,0,0,0
106.450804503,0,0,0
106.460783942,0,0,0
106.470811655,0,0,0
106.480828013,0,0,0
106.490802616,0,0,0
106.500921372,0,0,0
106.510829477,0,0,0
106.520823312,0,0,0
106.530787558,0,0,0
106.540817913,0,0,0
106.550799236,0,0,0
106.560805147,0,0,0
106.570808474,0,0,0
106.580845622,0,0,0
106.59084605,0,0,0
106.600842423,0,0,0
106.610813304,0,0,0
106.620816187,0,0,0
106.63079752,0,0,0
106.6408069,0,0,0
106.650796276,0,0,0
106.660820268,0,0,0
106.670781009,0,0,0
106.680703599,0,0,0
106.690809094,0,0,0
106.700816961,0,0,0
106.710800061,0,0,0
106.720799234,0,0,0
106.730820086,0,0,0
106.740818621,0,0,0
106.750809616,0,0,0
106.760828611,0,0,0
106.770810314,0,0,0
106.780822696,0,0,0
106.790802041,0,0,0
106.800812587,0,0,0
106.810811068,0,0,0
106.820747566,0,0,0
106.830813972,0,0,0
106.840835216,0,0,0
106.850805729,0,0,0
106.860848882,0,0,0
106.870809756,6,12,12
106.880759474,6,12,12
106.890802799,6,12,12
106.900776643,4,8,8
106.910821103,4,8,8
106.920806493,1,3,3
106.930796781,1,3,3
106.940763714,1,3,3
106.950834718,1,3,3
106.960797676,1,3,3
106.970807736,3,7,7
106.980813074,3,7,7
106.990785495,0,0,0
107.000808759,0,0,0
107.010769538,0,0,0
107.020858681,0,0,0
107.030800195,0,0,0
107.040808943,0,0,0
107.050786279,0,0,0
107.060757348,0,0,0
107.070768197,0,0,0
107.080816532,0,0,0
107.090810762,0,0,0
107.100826437,0,0,0
107.110809454,0,0,0
107.12079771,0,0,0
107.130918174,0,0,0
107.140823515,0,0,0
107.150812313,0,0,0
107.160813487,0,0,0
107.170792133,0,0,0
107.180813776,0,0,0
107.190805753,0,0,0
107.20080154,0,0,0
107.2108095,0,0,0
107.220828024,0,0,0
107.230790307,0,0,0
107.240810447,0,0,0
107.2508097,0,0,0
107.260892486,0,0,0
107.270765759,0,0,0
107.280836772,0,0,0
107.290808586,0,0,0
107.300813234,0,0,0
107.310789779,0,0,0
107.320864354,0,0,0
107.330835891,0,0,0
107.340781022,0,0,0
107.350795505,0,0,0
107.360847939,0,0,0
107.37081127,0,0,0
107.38081801,0,0,0
107.390812681,0,0,0
107.400821382,0,0,0
107.410814303,0,0,0
107.420807056,0,0,0
107.430821249,0,0,0
107.440832243,0,0,0
107.450767013,0,0,0
107.460807836,0,0,0
107.47079273,0,0,0
107.480829979,0,0,0
107.490858849,0,0,0
107.500802022,0,0,0
107.510813927,0,0,0
107.520752354,0,0,0
107.530798165,0,0,0
107.540820518,0,0,0
107.550800526,0,0,0
107.560837159,0,0,0
107.570806793,0,0,0
107.580800019,0,0,0
107.590808487,0,0,0
107.600800519,0,0,0
107.610817808,0,0,0
107.620808349,0,0,0
107.63080409,0,0,0
107.640752946,0,0,0
107.650805227,0,0,0
107.660808701,0,0,0
107.670799659,0,0,0
107.680825585,0,0,0
107.690811878,0,0,0
107.700784352,0,0,0
107.71077961,7,14,14
107.720791437,7,14,14
107.730800725,7,14,14
107.740780789,9,16,16
107.75078806,9,16,16
107.760814199,11,21,21
107.770787312,11,21,21
107.780880358,13,24,24
107.790897269,13,24,24
107.800821416,13,24,24
107.810765277,13,24,24
107.820773483,13,24,24
107.830811456,13,24,24
107.840756602,13,24,24
107.850869374,13,24,24
107.860794967,18,34,34
107.870797599,18,34,34
107.880795221,53,98,98
107.890814341,53,98,98
107.90081014,91,169,169
107.910793284,91,169,169
107.920830518,91,169,169
107.930792879,91,169,169
107.940809742,91,169,169
107.950807716,80,148,148
107.960821653,80,148,148
107.97081469,80,148,148
107.980848319,62,115,115
107.990840842,62,115,115
108.00082859,40,75,75
108.010833071,40,75,75
108.020824697,35,64,64
108.030840032,35,64,64
108.040803842,35,64,64
108.050819923,36,67,67
108.060865463,36,67,67
108.070826052,36,67,67
108.080832435,36,67,67
108.090844292,36,67,67
108.100799844,36,67,67
108.110810157,36,67,67
108.120794032,35,64,64
108.130842889,35,64,64
108.140859731,36,67,67
108.150790553,36,67,67
108.160806772,36,67,67
108.170796871,35,64,64
108.180798498,35,64,64
108.190809172,35,64,64
108.200831955,35,64,64
108.210759419,35,64,64
108.220819915,36,67,67
108.230808087,36,67,67
108.240823749,37,68,68
108.250832978,37,68,68
108.260786516,42,79,79
108.270760224,42,79,79
108.280808303,42,79,79
108.29081532,44,81,81
108.300811416,44,81,81
108.310837657,44,81,81
108.320838292,44,81,81
108.330763702,45,84,84
108.340829195,45,84,84
108.350841719,45,84,84
108.360835198,46,86,86
108.370793502,46,86,86
108.380752544,50,92,92
108.390835984,50,92,92
108.400782316,50,92,92
108.410777375,72,134,134
108.420818115,72,134,134
108.430799351,120,223,223
108.44079727,120,223,223
108.450842165,159,295,295
108.460779097,159,295,295
108.470787596,159,295,295
108.480821163,170,314,314
108.490806382,170,314,314
108.500852603,170,314,314
108.510792254,170,314,314
108.520791342,170,314,314
108.530805101,174,321,321
108.540816622,174,321,321
108.550840177,174,322,322
108.560758733,174,322,322
108.570820086,174,322,322
108.580750977,174,322,322
108.590798319,174,322,322
108.600800149,176,326,326
108.610809271,176,326,326
108.620791861,171,316,316
108.630819756,171,316,316
108.640829379,171,316,316
108.650808732,141,261,261
108.660831267,141,261,261
108.670779487,81,151,151
108.680886927,81,151,151
108.690970136,26,49,49
108.700814637,26,49,49
108.710822156,26,49,49
108.720793756,20,37,37
108.730812643,20,37,37
108.740867337,26,48,48
108.750816964,26,48,48
108.760854123,26,48,48
108.770795201,40,74,74
108.780858978,40,74,74
108.790816837,63,116,116
108.800818065,63,116,116
108.810808422,63,116,116
108.82082826,91,169,169
108.830829795,91,169,169
108.84080015,120,223,223
108.850861911,120,223,223
108.860794106,146,271,271
108.870806258,146,271,271
108.880964341,146,271,271
108.890837501,146,271,271
108.900847176,146,271,271
108.910831893,213,393,393
108.920831986,213,393,393
108.930783907,247,456,456
108.940812438,247,456,456
108.950777357,247,456,456
108.960837586,243,448,448
108.970773314,243,448,448
108.980811177,204,376,376
108.990860787,204,376,376
109.000834449,204,376,376
109.010830961,172,319,319
109.020787716,172,319,319
109.030770414,176,326,326
109.040795003,176,326,326
109.050801825,252,465,465
109.060788351,252,465,465
109.070818207,252,465,465
109.080789591,310,573,573
109.090758112,310,573,573
109.100782725,289,534,534
109.11077958,289,534,534
109.120769103,289,534,534
109.130778298,254,469,469
109.140784673,254,469,469
109.150802231,245,453,453
109.160766995,245,453,453
109.170798783,247,456,456
109.180809743,247,456,456
109.190791676,247,456,456
109.200775499,249,460,460
109.21080929,249,460,460
109.220821868,266,492,492
109.230789717,266,492,492
109.24081405,266,492,492
109.250844858,295,544,544
109.260820879,295,544,544
109.270768667,291,537,537
109.280827484,291,537,537
109.290821059,281,519,519
109.300788644,281,519,519
109.310831671,281,519,519
109.320832912,261,482,482
109.330809044,261,482,482
109.340846274,260,480,480
109.350812637,260,480,480
109.360843098,260,480,480
109.370806434,269,496,496
109.380820815,269,496,496
109.390825597,272,502,502
109.400868923,272,502,502
109.410823247,263,487,487
109.420844859,263,487,487
109.430816838,263,487,487
109.440788164,224,415,415
109.450816416,224,415,415
109.460792086,174,321,321
109.470827092,174,321,321
109.480843241,174,321,321
109.490810266,153,283,283
109.500816732,153,283,283
109.510811274,143,264,264
109.520843808,143,264,264
109.530820436,97,180,180
109.540890211,97,180,180
109.550810681,97,180,180
109.560823803,52,96,96
109.570808468,52,96,96
109.580851189,13,24,24
109.590823538,13,24,24
109.600826687,13,24,24
109.610807261,6,12,12
109.620815873,6,12,12
109.630804933,9,18,18
109.640811173,9,18,18
109.6508238,13,24,24
109.66081889,13,24,24
109.670828851,13,24,24
109.680797252,13,24,24
109.690821792,13,24,24
109.700752372,6,12,12
109.710804164,6,12,12
109.720788185,4,8,8
109.73083985,4,8,8
109.740832082,4,8,8
109.750818468,7,14,14
109.760796724,7,14,14
109.770840774,9,16,16
109.780758736,9,16,16
109.790804965,9,16,16
109.800789887,7,14,14
109.810771569,7,14,14
109.820794726,3,7,7
109.830800817,3,7,7
109.840764828,4,8,8
109.850820572,4,8,8
109.860837362,4,8,8
109.870806056,16,31,31
109.88081648,16,31,31
109.890798049,26,49,49
109.900858894,26,49,49
109.910777752,26,49,49
109.920826402,26,49,49
109.930812573,26,49,49
109.940824779,24,45,45
109.950804356,24,45,45
109.960826677,24,45,45
109.970824555,24,45,45
109.98084614,24,45,45
109.990818654,27,51,51
110.000797602,27,51,51
110.01081011,53,99,99
110.020836235,53,99,99
110.030813387,53,99,99
110.040822465,100,184,184
110.050803084,100,184,184
110.060856528,152,280,280
110.070844719,152,280,280
110.080816146,162,300,300
110.090816658,162,300,300
110.100781085,162,300,300
110.110816802,163,302,302
110.120801043,163,302,302
110.130821486,174,321,321
110.140807755,174,321,321
110.15081389,174,321,321
110.160834326,204,376,376
110.170826838,204,376,376
110.180810352,221,408,408
110.190799416,221,408,408
110.200821616,224,415,415
110.210820208,224,415,415
110.220883369,224,415,415
110.23083309,244,451,451
110.240844098,244,451,451
110.250811525,258,477,477
110.260814385,258,477,477
110.270824295,258,477,477
110.280880959,257,475,475
110.29081993,257,475,475
110.300852663,257,475,475
110.310816012,257,475,475
110.320799089,257,475,475
110.330816821,257,475,475
110.340808186,257,475,475
110.350809044,258,477,477
110.360803216,258,477,477
110.370805274,260,480,480
110.380796901,260,480,480
110.390825221,260,480,480
110.400796167,266,492,492
110.410778004,266,492,492
110.420833186,295,544,544
110.430857984,295,544,544
110.440795147,311,574,574
110.450800049,311,574,574
110.460780361,311,574,574
110.470799673,311,574,574
110.480745527,311,574,574
110.490794092,311,574,574
110.500813969,311,574,574
110.510807479,311,574,574
110.520771331,311,574,574
110.530794284,311,574,574
110.540773688,311,574,574
110.550821123,311,574,574
110.56082139,308,568,568
110.570823606,308,568,568
110.580782108,308,568,568
110.590816317,308,570,570
110.600792198,308,570,570
110.61079951,308,570,570
110.620813164,308,570,570
110.630824049,308,570,570
110.640809583,308,570,570
110.650796753,308,570,570
110.660793548,311,574,574
110.670782135,311,574,574
110.680813816,319,590,590
110.690816414,319,590,590
110.700845311,319,590,590
110.710817127,362,669,669
110.720819892,362,669,669
110.73081099,408,753,753
110.740839157,408,753,753
110.750811067,408,753,753
110.760808847,429,792,792
110.770781344,429,792,792
110.780813625,435,804,804
110.790807368,435,804,804
110.800842373,443,818,818
110.810874019,443,818,818
110.820857617,443,818,818
110.830841623,449,830,830
110.84081549,449,830,830
110.850796728,451,832,832
110.86081521,451,832,832
110.870804809,451,832,832
110.880814883,449,830,830
110.89093358,449,830,830
110.900819108,449,830,830
110.910820024,449,830,830
110.920816461,449,830,830
110.930802395,449,830,830
110.940817143,449,830,830
110.950838067,449,830,830
110.960824583,449,830,830
110.970806494,442,816,816
110.980842129,442,816,816
110.990872509,442,816,816
111.000813227,425,784,784
111.01081029,425,784,784
111.020804293,408,753,753
111.030791447,408,753,753
111.040809216,409,756,756
111.050807447,409,756,756
111.060844886,409,756,756
111.070852856,409,756,756
111.080809045,409,756,756
111.090783663,409,756,756
111.100773192,409,756,756
111.110703594,409,756,756
111.120828186,411,759,759
111.130802652,411,759,759
111.140832119,418,772,772
111.150793831,418,772,772
111.160783275,423,781,781
111.170794042,423,781,781
111.180828242,423,781,781
111.190812254,425,784,784
111.200801136,425,784,784
111.210786529,426,787,787
111.220859679,426,787,787
111.23077319,426,787,787
111.240786821,426,787,787
111.25080768,426,787,787
111.26076491,426,787,787
111.270783714,426,787,787
111.28082564,443,818,818
111.290805379,443,818,818
111.300801061,443,818,818
111.310817612,468,865,865
111.320799353,468,865,865
111.330854447,471,871,871
111.340859018,471,871,871
111.35077816,471,871,871
111.360831384,471,871,871
111.370801292,471,871,871
111.380782081,471,871,871
111.390820433,471,871,871
111.4008195,470,868,868
111.410804963,470,868,868
111.420810239,470,868,868
111.4308123,470,868,868
111.440792905,470,868,868
111.450804684,468,865,865
111.460799725,468,865,865
111.47081232,468,865,865
111.480805489,468,865,865
111.490842504,468,865,865
111.500829721,468,865,865
111.510809615,468,865,865
111.520837447,470,868,868
111.530821384,470,868,868
111.540822835,470,868,868
111.550802148,473,873,873
111.56081492,473,873,873
111.570808684,474,876,876
111.580770226,474,876,876
111.590797545,471,871,871
111.600777759,471,871,871
111.610799194,471,871,871
111.620845397,470,868,868
111.63080533,470,868,868
111.640818031,470,868,868
111.650806452,470,868,868
111.660800133,470,868,868
111.670845424,468,864,864
111.680835471,468,864,864
111.690809994,468,864,864
111.700827516,468,864,864
111.71081696,468,865,865
111.720817826,468,865,865
111.73081528,468,865,865
111.740816396,468,864,864
111.750836088,468,864,864
111.76080602,465,859,859
111.770809443,465,859,859
111.780865188,465,859,859
111.790830997,462,854,854
111.800781965,462,854,854
111.81083685,458,847,847
111.820785638,458,847,847
111.830834677,458,847,847
111.840784902,458,847,847
111.850823583,458,847,847
111.860773382,463,855,855
111.870786244,463,855,855
111.880784941,454,838,838
111.890793312,454,838,838
111.900881265,454,838,838
111.910776229,387,715,715
111.920813807,387,715,715
111.930775929,237,438,438
111.940765752,237,438,438
111.950792666,50,92,92
111.960852125,50,92,92
111.970815863,50,92,92
111.980770283,0,0,0
111.990759485,0,0,0
112.00077796,0,1,1
112.010773109,0,1,1
112.020774968,0,1,1
112.030782619,0,0,0
112.040783866,0,0,0
112.050763517,0,0,0
112.060784956,0,0,0
112.070809911,0,0,0
112.08080319,0,0,0
112.090808749,0,0,0
112.100837607,0,0,0
112.110789367,0,0,0
112.120827609,0,0,0
112.130844878,0,0,0
112.140825987,0,0,0
112.150810206,0,0,0
112.160795012,0,0,0
112.170808019,0,0,0
112.180823789,0,0,0
112.190793501,0,0,0
112.200809087,0,0,0
112.210788112,0,0,0
112.220843055,0,0,0
112.230840445,0,0,0
112.240800824,0,0,0
112.250813265,0,0,0
112.260796255,0,0,0
112.270797254,0,0,0
112.280771707,0,0,0
112.290809065,0,0,0
112.300813308,0,0,0
112.310817232,0,0,0
112.320818267,0,0,0
112.330769361,0,0,0
112.340834001,0,0,0
112.350820452,0,0,0
112.36082318,0,0,0
112.370847071,0,0,0
112.380915407,0,0,0
112.390850716,0,0,0
112.400791758,0,0,0
112.410835277,0,0,0
112.420799658,0,0,0
112.430785174,0,0,0
112.440796575,0,0,0
112.450793286,0,0,0
112.460812162,0,0,0
112.470778469,0,0,0
112.480819675,0,0,0
112.490782356,0,0,0
112.500909018,0,0,0
112.510817092,0,0,0
112.520801166,0,0,0
112.530803496,0,0,0
112.540791259,0,0,0
112.550792543,0,0,0
112.560802716,0,0,0
112.570800837,0,0,0
112.580773966,0,0,0
112.590831611,0,0,0
112.600764165,0,0,0
112.610768587,0,0,0
112.620785955,0,0,0
112.6307755,0,0,0
112.640800415,0,0,0
112.650807916,1,3,3
112.660797798,1,3,3
112.670808434,6,12,12
112.680772563,6,12,12
112.69078811,6,12,12
112.700776528,4,8,8
112.710828937,4,8,8
112.720793842,1,3,3
112.730796089,1,3,3
112.740811028,1,3,3
112.750797179,1,3,3
112.760771732,1,3,3
112.770784018,4,8,8
112.780799391,4,8,8
112.790778077,4,8,8
112.800802615,4,8,8
112.810802297,4,8,8
112.820822905,4,8,8
112.830816533,4,8,8
112.840782317,1,3,3
112.850813403,1,3,3
112.860758453,0,0,0
112.870807055,0,0,0
112.880814726,0,0,0
112.890807341,0,1,1
112.900810271,0,1,1
112.910821737,0,1,1
112.920803295,0,1,1
112.93080284,0,1,1
112.940813699,0,1,1
112.950788812,0,1,1
112.96085593,0,1,1
112.970795079,0,1,1
112.980782838,0,0,0
112.990760705,0,0,0
113.000792456,0,0,0
113.010778386,0,0,0
113.02080185,0,0,0
113.030822097,0,0,0
113.040810532,0,0,0
113.050868566,0,0,0
113.06078685,0,0,0
113.070785296,0,0,0
113.080809561,0,0,0
113.090797932,0,0,0
113.100797887,0,0,0
113.110802424,0,0,0
113.120795354,0,0,0
113.130804591,0,0,0
113.140800232,0,0,0
113.150812159,0,0,0
113.160823471,0,0,0
113.170806317,0,0,0
113.180831259,0,0,0
113.190817588,0,0,0
113.200782685,0,0,0
113.210791545,0,0,0
113.220799792,0,0,0
113.230749156,0,0,0
113.240798219,0,0,0
113.250801288,0,0,0
113.260793951,0,0,0
113.270789055,0,0,0
113.280782791,0,0,0
113.290795399,0,0,0
113.30078412,0,0,0
113.31075939,0,0,0
113.320796285,0,0,0
113.330802333,0,0,0
113.340802127,0,0,0
113.350842149,0,0,0
113.360774718,0,0,0
113.370827666,0,0,0
113.380801892,0,0,0
113.39079958,0,0,0
113.400786989,0,0,0
113.410781317,0,0,0
113.420781368,0,0,0
113.430789594,0,0,0
113.440764799,0,0,0
113.450798631,0,0,0
113.460765352,0,0,0
113.470802635,0,0,0
113.480776607,0,0,0
113.490784692,0,0,0
113.500766521,0,0,0
113.510756113,0,0,0
113.52078982,0,0,0
113.530783541,0,0,0
113.540818159,0,0,0
113.550805832,0,0,0
113.560773528,0,0,0
113.57078428,0,0,0
113.580796284,0,0,0
113.590803499,0,0,0
113.600836308,0,0,0
113.610832987,0,0,0
113.620789715,0,0,0
113.630807526,0,0,0
113.640820135,0,0,0
113.650807296,0,0,0
113.660813304,0,1,1
113.670776904,0,1,1
113.680786204,16,31,31
113.690797269,16,31,31
113.700807434,45,84,84
113.710800664,45,84,84
113.720796308,45,84,84
113.730796125,50,92,92
113.740811218,50,92,92
113.750811901,50,92,92
113.760811785,50,92,92
113.770799322,50,92,92
113.780811097,58,108,108
113.790806243,58,108,108
113.80079533,70,129,129
113.810787514,70,129,129
113.820768089,74,138,138
113.830787176,74,138,138
113.840768558,74,138,138
113.850808874,117,216,216
113.860786601,117,216,216
113.870807224,228,421,421
113.880796384,228,421,421
113.890810424,228,421,421
113.90075281,283,523,523
113.910797542,283,523,523
113.920788276,247,456,456
113.930802317,247,456,456
113.940779714,195,360,360
113.950794172,195,360,360
113.960763395,195,360,360
113.970791017,183,338,338
113.980795319,183,338,338
113.990778988,183,339,339
114.000767551,183,339,339
114.010786468,183,339,339
114.020813087,219,405,405
114.030800711,219,405,405
114.040814446,219,405,405
114.050858907,219,405,405
114.06078546,235,434,434
114.070795766,235,434,434
114.080830257,235,434,434
114.09082276,213,393,393
114.100800599,213,393,393
114.110791064,190,351,351
114.120784879,190,351,351
114.130780836,190,351,351
114.140815829,187,345,345
114.15077473,187,345,345
114.16078696,187,345,345
114.170805668,187,345,345
114.180799452,185,343,343
114.190834526,185,343,343
114.200808519,185,343,343
114.21079466,180,332,332
114.220818423,180,332,332
114.230775652,150,277,277
114.240798321,150,277,277
114.250776427,144,266,266
114.260801396,144,266,266
114.270778897,144,266,266
114.280812057,148,274,274
114.290769654,148,274,274
114.300815331,148,274,274
114.310814117,148,274,274
114.320782705,148,274,274
114.330782128,150,277,277
114.340807432,150,277,277
114.350825597,150,277,277
114.360805452,150,277,277
114.370931262,150,277,277
114.380843132,150,277,277
114.390815419,150,277,277
114.400798968,152,280,280
114.410800132,152,280,280
114.420839505,156,289,289
114.430814058,156,289,289
114.440837262,156,289,289
114.45081283,156,289,289
114.460802988,156,289,289
114.470856839,172,319,319
114.480835153,172,319,319
114.490790846,172,319,319
114.500807964,172,319,319
114.510805025,172,319,319
114.52079726,174,322,322
114.530809222,174,322,322
114.540805251,174,322,322
114.550791371,174,322,322
114.560815619,174,322,322
114.570779033,171,316,316
114.580825614,171,316,316
114.590844663,170,314,314
114.600821814,170,314,314
114.61080644,183,338,338
114.6208348,183,338,338
114.630795505,183,338,338
114.640817675,222,410,410
114.650791564,222,410,410
114.660780588,219,405,405
114.67078811,219,405,405
114.680781808,219,405,405
114.69082844,196,362,362
114.700790908,196,362,362
114.710758426,148,274,274
114.72079274,148,274,274
114.730784803,93,172,172
114.740790858,93,172,172
114.750792595,93,172,172
114.760773246,89,165,165
114.770792872,89,165,165
114.780774854,144,266,266
114.790789923,144,266,266
114.800779482,144,266,266
114.810785113,200,369,369
114.82078644,200,369,369
114.83080589,211,390,390
114.840769092,211,390,390
114.850798028,209,386,386
114.860792103,209,386,386
114.870806474,209,386,386
114.88079345,208,384,384
114.890797489,208,384,384
114.900779361,206,381,381
114.910825392,206,381,381
114.920820463,206,381,381
114.930816786,205,379,379
114.940818241,205,379,379
114.950818822,209,386,386
114.960765379,209,386,386
